"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~relationship_property_name","~end_node_id","~end_node_labels","~end_node_property_name"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:86","Algorithm","LSTM","trained_on_data","trained_on_data","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:87","Data_Source","every stock"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:90","Student_Author","H. Markowitz","implemented_in","implemented_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:91","Journal_Article","The Journal of Finance, 7(1):77–91, 1952"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:94","Investment_Strategy","These quant strategies","applied_to","can_work_over_time","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:95","Time_Period","in other situations"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:50","Correlation_Type","inefficiency","Correlation_Type","was_convinced_of","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:51","Market","the market"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:26","Model","GPT","tested_outside_training_window","tested_outside_training_window","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:99","Prediction_Horizon","2021"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:44","Methodology","stepwise logistic regression","achieved_score","achieves_score","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:97","Metric","57.23%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:46","Model","ANN","negatively_associated_with","negatively_associated_with","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:43","Firm_Characteristic","firm size decrease"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:46","Model","ANN","achieved_score","achieves_score","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:98","Metric","61.62%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:46","Model","ANN","achieves_score","achieves_score","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:100","Metric","60.22%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:59","Investment_Strategy","indexing","combined_with","gets_a_free_ride_off","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:103","Investment_Strategy","the_people_who_are_doing_active_management"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:101","Correlation_Type","overreaction","underperformed_in","causes_an_overshoot","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:102","Investment_Strategy","with_money_tending_to_chase_performance"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:84","Algorithm","Markowitz's Portfolio Selection","resulted_in","is_published_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:85","Tool_Library","The Journal of Finance"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:90","Student_Author","H. Markowitz","resulted_in","resulted_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:111","Result_Metric","The Journal of Finance, 7(1):77–91, 1952"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:112","Model","GPT-4-turbo","outperforms","outperforms","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:113","Model","Gemini Pro 1.5"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:26","Model","GPT","achieved_score","achieves_score","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:114","Metric","60.31%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:26","Model","GPT","utilizes_method","utilizes_method","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:115","Dataset","anonymized format of financial statements"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:26","Model","GPT","utilizes_method","utilizes_method","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:116","Dataset","financial information"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:64","Investment_Strategy","momentum","believed_to_be_caused_by","is_believed_to_be_caused_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:50","Correlation_Type","inefficiency"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:64","Investment_Strategy","momentum","believed_to_be_caused_by","believed_to_be_caused_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:117","Market","inefficiency"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:64","Investment_Strategy","momentum","correlated_with","is_partially_explained_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:118","Market","inefficiency_in_the_market"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:119","Author","Brown, L.D.","authored_by","authored_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:120","Research_Question","Inside the “black box” of sell-side financial analysts"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:58","Investment_Strategy","Investment_Strategy","Investment_Strategy","applied_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:59","Investment_Strategy","indexing"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:59","Investment_Strategy","indexing","applied_to","applied_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:125","Time_Period","a_fair_amount"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:59","Investment_Strategy","indexing","applied_to","is_recommended","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:127","Performance_Metric","a_fair_amount"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:64","Investment_Strategy","momentum","is_more_effective_than","is_largely_an_inefficiency_in_the_market","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:126","Evidence_Type","risk_based_explanation"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:123","Benchmark_Model","naive model","achieved_score","achieves_score","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:124","Metric","53.02%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:128","Speaker_Role","We","attributes_performance_to","are","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:129","Market_Condition","roughly 25% of global transactions"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:130","Product_Segment","BNPL","drives_growth_in","drives_growth_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:131","Market_Condition","consumer_engagement"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:130","Product_Segment","BNPL","affirms_commitment_to","affirms_commitment_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:136","UNTYPED","pay_monthly"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:138","Analyst_Name","Analysis","provides_guidance_for","reports_actual_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:139","Person","Steven Eric Winoker"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:140","Product_Segment","Transactions Margin Dollar Growth","drives_growth_in","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:141","Product_Segment","Transaction Margin"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:142","Product_Segment","Revenue Growth Acceleration","drives_growth_in","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:143","Product_Segment","Revenue Growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:128","Speaker_Role","We","Actual_Report","reports_actual_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:151","Speaker_Role","Sanjay"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:145","Speaker_Role","Alex Chriss","inquires_about","inquires_about","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:146","Sentiment_Indicator","ubiquity"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:145","Speaker_Role","Alex Chriss","responds_to_question_by","responds_to_question_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller","attributes_performance_to","attributes_performance_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:149","Reported_Metric","consistent mid-single digit growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller","provides_guidance_for","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:148","Financial_Statement_Item","financial growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller","provides_guidance_for","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:150","Reported_Metric","U.S. growth at higher rates"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller","Response","responds_to_question_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:145","Speaker_Role","Alex Chriss"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller","Response","responds_to_question_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:153","Speaker_Role","Darrin David Peller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:151","Speaker_Role","Sanjay","Actual_Report","reports_actual_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:128","Speaker_Role","We"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:151","Speaker_Role","Sanjay","Guidance","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:152","Analyst_Name","Sarah"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:152","Analyst_Name","Sarah","Inquiry","inquires_about","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:153","Speaker_Role","Darrin David Peller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:153","Speaker_Role","Darrin David Peller","Inquiry","inquires_about","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:154","Speaker_Role","You","think","think","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:155","Market_Condition","we are going to invest appropriately"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:156","Speaker_Role","Jamie S. Miller","provides_guidance_for","provides_guidance_for","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:157","Guidance_Metric","U.S. growth at higher rates"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:156","Speaker_Role","Jamie S. Miller","attributes_performance_to","attributes_performance_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:149","Reported_Metric","consistent mid-single digit growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:158","asset_class","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities","market_condition","subscribed_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:159","asset_class","disc staples energy financials hlt healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:160","project_title","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities","is_submitted_for_course","submitted_for_course","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:161","project_title","disc staples energy financials hlt ch healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:162","tool_library","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities","is_used","used","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:163","tool_library","disc staples energy financials hlt ch healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia","leads_to","leads_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:34","Company","Meta"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia","reported_by","reported_by","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:105","News_Source","The Information"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia","closed_at","market_valuation","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:121","Monetary_Value","exceeded a $5 trillion"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia","monetary_value","erased_value_of","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:106","Monetary_Value","$243 billion"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:20","Company","Some companies","contributes_to","contributes_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","produces","produces","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","triggered_by","stock_movement","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:88","Event_Type","Nvidia's slide"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","triggered_by","stock_movement","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:122","Event_Type","Nvidia's stock movement"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","market_movement","stock_movement","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:89","Market_Movement","sank over 9%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","reported_by","stock_movement","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:22","Company","Advanced Micro Devices","sank_over_9_","market_valuation","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:108","null","null"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:25","Company","Meta Platforms (META)","event","leads_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:16","Company","Google (GOOGL)"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:28","Company","NVIDIA Corporation","leads_to","causes","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:29","FinancialMetric","Stock drop"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:28","Company","NVIDIA Corporation","causes","causes","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:24","ParentCompany","Alphabet"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:30","Company","Meta Platforms","results_in","leads_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:31","Event","Report"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:32","Company","Google","results_in","causes","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:33","Technology","Tensor Processing Units (TPUs)"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:34","Company","Meta","leads_to","leads_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:14","Company","Nvidia"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:34","Company","Meta","results_in","causes","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:35","Event","Chip usage"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:34","Company","Meta","intends_to_use","plans_to_use","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:104","Event_Type","Google's cloud division's chips for renting in 2024"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet","due_to","due_to","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:18","FinancialMetric","Gemini AI model"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet","due_to","results_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:37","FinancialMetric","Stock increase"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet","contributes_to","results_in","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:38","Event","Multi-cloud shift"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:36","Company","Alphabet","market_movement","stock_movement","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:107","Market_Movement","up ~2%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:54","Company","NVIDIA","is","is","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:55","Company","Company"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:137","Company","PayPal Holdings, Inc.","Focus","is_focused_on","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:144","Key_Numerical_Value","scaling biometric login, both of which have been proven to increase conversion."
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:165","project_title","Equal -Weighted S&P 500","is_a","submitted_for_course","4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:166","project","equal_weighted_spx_500"
