"~id","~labels","name"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:119","Author","Brown, L.D."
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:120","Research_Question","Inside the “black box” of sell-side financial analysts"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:121","Monetary_Value","exceeded a $5 trillion"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:122","Event_Type","Nvidia's stock movement"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:123","Benchmark_Model","naive model"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:124","Metric","53.02%"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:125","Time_Period","a_fair_amount"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:126","Evidence_Type","risk_based_explanation"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:127","Performance_Metric","a_fair_amount"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:128","Speaker_Role","We"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:129","Market_Condition","roughly 25% of global transactions"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:130","Product_Segment","BNPL"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:131","Market_Condition","consumer_engagement"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:136","UNTYPED","pay_monthly"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:137","Company","PayPal Holdings, Inc."
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:138","Analyst_Name","Analysis"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:139","Person","Steven Eric Winoker"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:140","Product_Segment","Transactions Margin Dollar Growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:141","Product_Segment","Transaction Margin"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:142","Product_Segment","Revenue Growth Acceleration"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:143","Product_Segment","Revenue Growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:144","Key_Numerical_Value","scaling biometric login, both of which have been proven to increase conversion."
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:145","Speaker_Role","Alex Chriss"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:146","Sentiment_Indicator","ubiquity"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:147","Analyst_Name","Jamie S. Miller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:148","Financial_Statement_Item","financial growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:149","Reported_Metric","consistent mid-single digit growth"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:150","Reported_Metric","U.S. growth at higher rates"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:151","Speaker_Role","Sanjay"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:152","Analyst_Name","Sarah"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:153","Speaker_Role","Darrin David Peller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:154","Speaker_Role","You"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:155","Market_Condition","we are going to invest appropriately"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:156","Speaker_Role","Jamie S. Miller"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:157","Guidance_Metric","U.S. growth at higher rates"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:158","asset_class","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:159","asset_class","disc staples energy financials hlt healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:160","project_title","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:161","project_title","disc staples energy financials hlt ch healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:162","tool_library","Disc Staples Energy Financials Hlth Care Industrials Info Tech Materials Real Estate Utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:163","tool_library","disc staples energy financials hlt ch healthcare industrials info tech materials real estate utilities"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:165","project_title","Equal -Weighted S&P 500"
"4:c19f53a1-0496-4ccb-a090-7f84c4c6c15f:166","project","equal_weighted_spx_500"
